LIR	WT_R1	WT_R2	Mut_R1	Mut_R2
osmp.Chr11:15462135--15462560,15462590--15463017	37	27	26	58
osmp.Chr11:15474833--15475360,15475810--15476396	1172	1628	2010	3081
osmp.Chr11:15576868--15578015,15583475--15584614	1122	1216	1452	2110
osmp.Chr11:15583250--15584927,15594876--15596531	2113	2484	2357	2972
osmp.Chr11:15595172--15595832,15597472--15598120	965	1348	1353	1449
osmp.Chr11:15597468--15598122,15608922--15609578	2576	2746	2516	3285
osmp.Chr11:15597468--15598389,15606701--15607636	1863	2226	2132	2733
osmp.Chr11:15597472--15598120,15603524--15604183	1116	1567	1489	1810
osmp.Chr11:15616078--15620227,15629018--15633147	1697	1600	1297	2039
osmp.Chr11:15620224--15621302,15629028--15630101	799	748	735	1069
osmp.Chr11:15623329--15625031,15630196--15631924	768	585	443	833
osmp.Chr11:15625073--15626356,15629028--15630305	164	291	224	299
osmp.Chr11:15625073--15626356,15638996--15640273	1067	1312	880	1449
osmp.Chr11:15634987--15636265,15650380--15651655	2530	2556	1617	3002
osmp.Chr11:15636533--15641839,15652931--15658252	2866	2910	2060	4020
osmp.Chr11:15640550--15641841,15648847--15650101	1093	1179	962	1504
osmp.Chr11:15673958--15675377,15683318--15684735	6515	6195	7536	12789
osmp.Chr11:15680917--15682273,15684777--15686141	978	1070	1033	2638
osmp.Chr11:15683318--15684415,15689191--15690289	900	895	1036	1296
osmp.Chr11:15684777--15686141,15687755--15689119	754	761	945	1106
osmp.Chr11:15691725--15694587,15708460--15711338	2052	2084	1324	2167
osmp.Chr11:15700497--15703490,15708460--15711468	1496	1336	900	1324
osmp.Chr11:15700620--15703490,15715152--15718026	1780	1901	1409	1632
osmp.Chr11:15737116--15739542,15753989--15756415	1715	2069	1164	2270
osmp.Chr11:15739534--15739957,15748873--15749296	1581	1832	1084	2073
osmp.Chr11:15742308--15748450,15753989--15760136	1801	2127	1217	1994
osmp.Chr11:15748442--15748865,15748873--15749296	436	454	262	399
osmp.Chr11:1575558--1578014,1583033--1585485	13	4	3	11
osmp.Chr11:15814598--15816899,15823074--15825382	5215	5580	6332	9948
osmp.Chr11:15828903--15830735,15837506--15839343	1358	2075	1695	2814
osmp.Chr11:15899603--15901282,15913225--15914896	1162	1555	1011	1791
osmp.Chr11:15908516--15910185,15913234--15914896	489	449	376	911
osmp.Chr11:15912683--15913233,15914475--15915026	213	228	136	272
osmp.Chr11:15913225--15915011,15915032--15916817	592	652	456	745
osmp.Chr11:15913234--15914662,15925215--15926631	1745	1660	1397	2841
osmp.Chr11:15913985--15915026,15924019--15925059	1576	1539	1263	2511
osmp.Chr11:15939180--15950980,15964477--15976178	7099	8271	7912	14726
osmp.Chr11:15950981--15953396,15964477--15966903	5492	6659	6570	11180
osmp.Chr11:15953397--15953959,15964789--15965361	5289	6379	6264	11082
osmp.Chr11:15954706--15956283,15964476--15966064	2553	3203	2757	4814
osmp.Chr11:15954706--15962697,15966914--15974911	3358	3924	3178	6300
osmp.Chr11:15962279--15962697,15975761--15976180	1433	1798	1153	3286
osmp.Chr11:15963109--15964028,15973364--15974257	1939	1393	1085	2727
osmp.Chr11:15963109--15964037,15964468--15965412	557	506	361	657
osmp.Chr11:15964029--15964473,15965476--15965916	309	393	181	460
osmp.Chr11:15964029--15964473,15974321--15974762	1324	1136	824	2397
osmp.Chr11:15964789--15965477,15976178--15976870	1304	1551	1180	2963
osmp.Chr11:15973732--15974322,15976178--15976769	408	484	610	1788
osmp.Chr11:15976178--15976870,15984530--15985217	4309	6800	5630	9477
osmp.Chr11:16041213--16041743,16042823--16043360	39	34	39	32
osmp.Chr11:16149564--16152513,16162892--16165846	2736	3194	2261	5007
osmp.Chr11:16540196--16540725,16544822--16545357	583	984	459	801
osmp.Chr11:16541519--16542496,16543206--16544180	485	833	361	609
osmp.Chr11:16542496--16545357,16545535--16548386	439	1015	497	868
osmp.Chr11:16542497--16543036,16548392--16548908	561	1313	662	1072
osmp.Chr11:16572961--16573419,16579135--16579600	563	481	666	792
osmp.Chr11:16574264--16575237,16577473--16578431	383	404	598	646
osmp.Chr11:16575311--16577433,16577499--16579614	387	415	469	443
osmp.Chr11:1657837--1658246,1658977--1659430	1909	2261	2528	3910
osmp.Chr11:16582479--16584837,16594289--16596642	1611	1505	1392	2080
osmp.Chr11:16584668--16585607,16593351--16594296	1125	651	1113	1285
osmp.Chr11:16585593--16588781,16598472--16601661	1798	1719	1505	2285
osmp.Chr11:16591401--16593350,16594689--16596633	964	755	748	1084
osmp.Chr11:16593348--16594296,16596876--16597823	384	716	302	691
osmp.Chr11:16594289--16594693,16596640--16597045	325	642	191	570
osmp.Chr11:16601646--16602090,16610936--16611367	1200	1665	1464	1902
osmp.Chr11:16602824--16604511,16608408--16610062	1025	1464	1245	1634
osmp.Chr11:16604508--16605129,16608412--16609040	746	826	606	1292
osmp.Chr11:16669258--16671039,16674521--16676250	1703	1432	859	1279
osmp.Chr11:16680518--16683423,16696668--16699588	3534	3422	3349	6081
osmp.Chr11:16696928--16697645,16708938--16709657	896	887	551	953
osmp.Chr11:16720555--16723595,16734028--16737056	1282	1625	1061	2013
osmp.Chr11:16728049--16731194,16734028--16737153	1019	1313	884	1672
osmp.Chr11:16728152--16731194,16743096--16746124	1356	1735	1193	2211
osmp.Chr11:16743055--16745207,16756812--16758959	11396	11152	9913	15892
osmp.Chr11:16743055--16746098,16756082--16758959	11553	11165	10004	15847
osmp.Chr11:16752203--16755038,16756082--16758959	10665	10217	9161	13994
osmp.Chr11:16756082--16758959,16767534--16770410	4496	2975	2815	3847
osmp.Chr11:16757931--16758953,16764333--16765359	3360	2437	2223	2684
osmp.Chr11:16761476--16762755,16776212--16777513	2501	1796	1640	3108
osmp.Chr11:16762346--16764333,16765361--16767308	1289	991	753	1148
osmp.Chr11:16762649--16764020,16774799--16776168	2416	1626	1496	2934
osmp.Chr11:16778203--16779742,16789156--16790702	1874	2211	2060	2457
osmp.Chr11:16784657--16786188,16789156--16790702	1250	1077	1248	1300
osmp.Chr11:16789156--16790743,16797170--16798750	2174	1646	1454	1844
osmp.Chr11:16789423--16790743,16801086--16802397	2707	2122	2213	2993
osmp.Chr11:16814375--16816046,16826487--16828144	2597	2926	2988	4668
osmp.Chr11:16823373--16825044,16826487--16828144	1429	1870	1884	2824
osmp.Chr11:16826487--16828144,16836433--16838099	2278	3270	2803	3805
osmp.Chr11:16826769--16828350,16839040--16840660	2345	3339	2938	4060
osmp.Chr11:16836436--16838099,16851810--16853487	1551	1829	1201	2172
osmp.Chr11:16838115--16849911,16851810--16863565	2509	2812	1823	3011
osmp.Chr11:16850489--16851402,16859182--16860062	1470	1603	838	1299
osmp.Chr11:16854236--16858781,16863566--16868083	1623	2389	1256	1989
osmp.Chr11:16860715--16862391,16868993--16870656	877	1638	979	1499
osmp.Chr11:16863140--16863566,16867670--16868083	491	1075	466	872
osmp.Chr11:16865694--16870656,16879639--16884462	2977	3931	2860	5332
osmp.Chr11:16868802--16870656,16877780--16879638	1677	2318	1795	3177
osmp.Chr11:16880398--16881022,16894034--16894657	1591	1519	1494	2354
osmp.Chr11:16887318--16887943,16894034--16894657	986	772	933	1815
osmp.Chr11:16894140--16894657,16898297--16898803	886	635	553	1483
osmp.Chr11:16901432--16902284,16904069--16904913	368	417	292	527
osmp.Chr11:16901437--16902489,16915105--16916094	902	777	678	1128
osmp.Chr11:16902485--16902918,16910980--16911402	328	385	281	518
osmp.Chr11:17233862--17234331,17243458--17243956	348	445	330	485
osmp.Chr11:17374295--17374869,17376186--17376747	394	445	345	678
osmp.Chr11:17374295--17374871,17386933--17387496	1343	1637	1644	2954
osmp.Chr11:17565943--17568818,17581272--17584125	2525	2293	2280	3110
osmp.Chr11:17569721--17570152,17583696--17584111	2334	2005	2044	2748
osmp.Chr11:17571161--17572002,17582122--17582946	2184	1948	1893	2623
osmp.Chr11:17581273--17584121,17586807--17589669	647	771	629	680
osmp.Chr11:17581273--17584122,17596208--17599049	3148	2935	2608	4329
osmp.Chr11:17581584--17582126,17594783--17595313	2867	2828	2419	3937
osmp.Chr11:1760964--1761518,1774610--1775165	6683	4503	4116	6314
osmp.Chr11:1763126--1773756,1778166--1788803	8434	6400	5826	9176
osmp.Chr11:18121611--18122055,18122116--18122551	216	268	276	485
osmp.Chr11:18433666--18444231,18452333--18462927	3853	3835	3147	5326
osmp.Chr11:18449793--18451166,18452657--18454039	1389	1327	1470	2146
osmp.Chr11:18449793--18451166,18460377--18461752	2279	2294	1971	3186
osmp.Chr11:18452657--18455084,18464029--18466405	2308	2275	2230	3110
osmp.Chr11:18454781--18455188,18467413--18467812	2365	2242	2029	2847
osmp.Chr11:18460374--18461733,18468768--18470155	2250	1654	2049	2694
osmp.Chr11:18460377--18462795,18464029--18466405	1505	1288	1628	1953
osmp.Chr11:18462492--18462899,18467413--18467812	1088	1032	1479	1647
osmp.Chr11:18713711--18714343,18716545--18717160	987	478	434	1193
osmp.Chr11:18774238--18774640,18774641--18775071	15	4	2	8
osmp.Chr11:18931143--18931568,18932132--18932550	677	568	887	1326
osmp.Chr11:18941290--18941706,18942267--18942687	17	37	57	83
osmp.Chr11:19093331--19093762,19096984--19097397	6668	9555	8636	13746
osmp.Chr11:19280483--19281033,19287576--19288113	259	271	261	462
osmp.Chr11:19280542--19281084,19287669--19288205	259	269	259	462
osmp.Chr11:19281228--19281834,19287500--19288089	252	255	250	414
osmp.Chr11:19313605--19314221,19325885--19326504	706	1165	915	1743
osmp.Chr11:19355589--19356848,19362087--19363346	706	727	631	988
osmp.Chr11:19389849--19390577,19394677--19395392	613	711	638	984
osmp.Chr11:19502684--19503429,19514368--19515113	774	865	686	1104
osmp.Chr11:19549097--19552093,19557681--19560671	1982	1632	1480	3494
osmp.Chr11:19569376--19572496,19582499--19585594	2953	3761	3041	6164
osmp.Chr11:19583799--19585318,19595852--19597382	1128	1518	1307	2310
osmp.Chr11:19591456--19591875,19598132--19598563	691	847	603	1014
osmp.Chr11:19592781--19594299,19595853--19597382	432	655	410	637
osmp.Chr11:19858789--19859324,19871850--19872393	1189	2335	1811	2506
osmp.Chr11:19860111--19861785,19869523--19871212	1040	2230	1758	2383
osmp.Chr11:19863399--19863934,19871850--19872393	1016	1647	1580	2184
osmp.Chr11:19864721--19865561,19870372--19871212	868	2080	1294	1915
osmp.Chr11:19866261--19866796,19871850--19872393	765	1730	1006	1444
osmp.Chr11:19867583--19869250,19869528--19871212	652	1629	844	1263
osmp.Chr11:19872394--19873361,19875020--19875987	226	397	410	544
osmp.Chr11:19874259--19875020,19877185--19877932	615	973	571	683
osmp.Chr11:19938517--19938955,19939137--19939567	70	93	46	133
osmp.Chr11:19986638--19987330,19987476--19988120	833	792	1003	1581
osmp.Chr11:20252435--20253027,20253709--20254294	296	540	604	961
osmp.Chr11:20334813--20336419,20339100--20340695	937	1104	1094	1767
osmp.Chr11:21010232--21012833,21013164--21015763	895	1192	794	1605
osmp.Chr11:21010232--21013109,21021817--21024689	1448	1897	1318	2599
osmp.Chr11:21163575--21164328,21165165--21165924	1688	1629	936	1583
osmp.Chr11:21163575--21164328,21173626--21174385	2319	2499	1585	2758
osmp.Chr11:21367738--21368211,21368676--21369165	109	139	131	273
osmp.Chr11:21415645--21416098,21416102--21416557	218	269	232	364
osmp.Chr11:21442330--21442768,21442782--21443223	14	19	7	21
osmp.Chr11:21455730--21456808,21466074--21467128	6193	7098	5366	9220
osmp.Chr11:21466070--21466976,21471508--21472426	710	1186	1011	1784
osmp.Chr11:21595933--21599723,21605457--21609270	2494	2068	2198	3121
osmp.Chr11:21888296--21889191,21895202--21896136	2144	2823	2640	4474
osmp.Chr11:2192840--2193401,2193897--2194457	129	135	108	200
osmp.Chr11:22534072--22535720,22544561--22546230	1417	1513	1236	2201
osmp.Chr11:22701364--22702228,22713930--22714749	2228	2981	2946	5011
osmp.Chr11:22781003--22782443,22790859--22792305	903	613	716	1289
osmp.Chr11:22783333--22784710,22789328--22790732	903	613	716	1289
osmp.Chr11:22785174--22786347,22787952--22789118	903	613	714	1289
osmp.Chr11:22828660--22829105,22829744--22830195	43	31	64	68
osmp.Chr11:23010201--23010846,23013128--23013776	113	132	112	169
osmp.Chr11:23296794--23297729,23298368--23299307	159	162	134	201
osmp.Chr11:23320220--23322448,23323280--23325508	0	2	0	0
osmp.Chr11:23585526--23585949,23586206--23586631	116	116	129	165
osmp.Chr11:23585684--23586140,23586171--23586628	116	114	129	163
osmp.Chr11:23609845--23613752,23625631--23629608	14700	15523	12219	20416
osmp.Chr11:23635620--23637113,23648780--23650303	20432	30213	27777	42238
osmp.Chr11:23864171--23866479,23874842--23877147	13819	11489	10406	17077
osmp.Chr11:23875042--23877147,23884349--23886463	569	969	923	1634
osmp.Chr11:2389171--2389753,2400898--2401480	1999	2584	2236	3534
osmp.Chr11:23911728--23914497,23920938--23923719	3686	4900	4958	8038
osmp.Chr11:23926653--23928705,23932334--23934388	2450	1673	1267	1858
osmp.Chr11:23928986--23931151,23932038--23934117	1263	1134	1136	1362
osmp.Chr11:23931215--23932006,23934387--23935126	947	825	804	1105
osmp.Chr11:24246420--24246986,24247634--24248218	420	491	486	761
osmp.Chr11:24246439--24246863,24248643--24249085	424	497	489	766
osmp.Chr11:24273282--24275202,24283351--24285317	273	249	257	445
osmp.Chr11:24493053--24495940,24503415--24506336	1968	1746	1281	2096
osmp.Chr11:24500459--24503359,24503415--24506336	1189	996	700	1038
osmp.Chr11:24503415--24504022,24506337--24506936	1137	890	569	952
osmp.Chr11:24503474--24506336,24511455--24514299	2365	1943	1583	2518
osmp.Chr11:24772166--24772585,24773263--24773681	993	2756	2575	4454
osmp.Chr11:24948041--24948571,24949358--24949834	510	338	491	679
osmp.Chr11:25054249--25054658,25055359--25055781	496	394	479	751
osmp.Chr11:25422016--25426154,25438460--25442613	2118	2914	2417	4074
osmp.Chr11:25426683--25429529,25434711--25437548	916	1184	1038	1755
osmp.Chr11:25890631--25891094,25891145--25891608	12	9	8	26
osmp.Chr11:25934586--25935889,25935919--25937237	71	92	60	110
osmp.Chr11:26027647--26028052,26037035--26037436	1518	1637	1853	3535
osmp.Chr11:26266302--26266725,26268006--26268430	4912	2456	2517	3458
osmp.Chr11:26333871--26334453,26334622--26335196	7	6	28	34
osmp.Chr11:26647919--26648437,26659884--26660397	3251	4396	4166	7112
osmp.Chr11:26780919--26781348,26782556--26782990	1221	1059	1648	2367
osmp.Chr11:26820714--26821365,26829532--26830179	1305	1243	786	1370
osmp.Chr11:26820714--26821367,26829464--26830179	1305	1259	782	1382
osmp.Chr11:26820930--26821604,26829173--26829838	1305	1260	798	1384
osmp.Chr11:26822339--26824122,26826918--26828675	1306	1224	765	1338
osmp.Chr11:27094037--27096900,27107913--27110756	3687	4294	4150	5790
osmp.Chr11:27102902--27105768,27107910--27110756	2763	3362	3549	4946
osmp.Chr11:27154468--27155001,27155392--27155890	1100	1079	834	1538
osmp.Chr11:27221948--27223458,27226167--27227670	178	284	227	429
osmp.Chr11:2722352--2722821,2723004--2723478	354	484	381	628
osmp.Chr11:27241628--27243292,27253079--27254727	1408	1214	1368	2272
osmp.Chr11:27246843--27248533,27253046--27254724	857	777	1032	1767
osmp.Chr11:27271558--27273223,27287010--27288655	1906	1435	2119	2439
osmp.Chr11:27276622--27278285,27287010--27288655	1888	1394	2118	2279
osmp.Chr11:27281683--27283347,27287010--27288655	1569	973	1679	1712
osmp.Chr11:27287271--27288391,27298881--27300009	1968	1886	1663	2358
osmp.Chr11:27301186--27304351,27311153--27314326	1576	2578	1007	2312
osmp.Chr11:27310095--27311161,27313250--27314320	1140	2013	488	1463
osmp.Chr11:27311161--27313255,27314318--27316409	589	1674	322	615
osmp.Chr11:27379761--27382629,27384251--27387122	1443	1801	1815	4427
osmp.Chr11:27384255--27387125,27390601--27393471	1272	1456	1298	2353
osmp.Chr11:27449329--27449942,27455598--27456211	77	69	48	96
osmp.Chr11:27503664--27504279,27510015--27510646	808	630	804	1244
osmp.Chr11:27505766--27506280,27512588--27513123	964	817	990	1583
osmp.Chr11:27507604--27508369,27509840--27510643	829	621	794	1241
osmp.Chr11:27621126--27621543,27621557--27621974	27	27	29	41
osmp.Chr11:28037973--28038557,28039023--28039595	122	161	164	227
osmp.Chr11:28103390--28103842,28105971--28106449	174	213	160	295
osmp.Chr11:28252593--28253042,28266822--28267281	2848	2777	3151	5023
osmp.Chr11:28253095--28253552,28265089--28265546	2825	2761	3138	5004
osmp.Chr11:28509336--28510267,28516900--28517840	115	112	48	105
osmp.Chr11:28594608--28595163,28595913--28596464	84	71	52	95
osmp.Chr11:28904782--28905828,28917583--28918619	5557	4769	4304	6629
osmp.Chr11:28906191--28907020,28915695--28916539	850	785	805	1213
osmp.Chr11:29058641--29060267,29062929--29064531	1287	1292	1132	2169
osmp.Chr11:29061756--29062161,29064536--29064942	934	978	859	1706
osmp.Chr11:29125721--29126134,29134539--29134949	7908	10595	8990	14714
osmp.Chr11:29141085--29141531,29142959--29143403	1714	967	1057	1549
osmp.Chr11:29215481--29216662,29223448--29224627	2142	2219	2541	3909
osmp.Chr11:29353849--29354439,29355238--29355810	1313	1488	1781	2908
osmp.Chr11:29792972--29793843,29802974--29803845	1107	1160	763	1328
osmp.Chr11:29848008--29849192,29851050--29852327	1256	1117	754	1301
osmp.Chr11:29855907--29856709,29858671--29859457	1233	1197	858	707
osmp.Chr11:3000969--3001391,3008829--3009230	6052	7476	6663	10312
osmp.Chr11:30011677--30013091,30025204--30026621	2425	2395	2009	3608
osmp.Chr11:30023226--30023761,30024194--30024720	16	22	23	18
osmp.Chr11:30044652--30045121,30047804--30048276	515	630	483	810
osmp.Chr11:30044653--30045121,30056713--30057183	845	1045	810	1312
osmp.Chr11:30045120--30057183,30065639--30077720	2554	2651	2018	3369
osmp.Chr11:30045122--30056717,30057184--30068788	1973	2142	1650	2681
osmp.Chr11:30232925--30233936,30238365--30239390	7248	6407	4188	6750
osmp.Chr11:30232925--30233936,30246761--30247786	7302	6497	4251	6823
osmp.Chr11:30234039--30235389,30235796--30237100	7223	6352	4144	6692
osmp.Chr11:30234039--30235389,30244192--30245496	7301	6467	4199	6789
osmp.Chr11:30777754--30779208,30792669--30794133	2145	1936	1419	3689
osmp.Chr11:30784819--30785944,30792224--30793396	821	740	569	966
osmp.Chr11:30792224--30792931,30798392--30799056	219	299	214	355
osmp.Chr11:30792935--30793648,30794145--30794856	33	29	46	51
osmp.Chr11:30821915--30823018,30831441--30832554	407	623	475	898
osmp.Chr11:30877321--30877886,30878920--30879484	36	52	26	51
osmp.Chr11:30877321--30877931,30878919--30879484	36	52	26	51
osmp.Chr11:30877321--30878029,30878868--30879484	36	52	26	51
osmp.Chr11:30908284--30908994,30922834--30923550	4733	4706	5433	8368
osmp.Chr11:30908348--30909091,30922661--30923389	4482	4520	5282	8104
osmp.Chr11:30932930--30933617,30937557--30938245	1147	1208	1716	2709
osmp.Chr11:30933915--30934355,30937561--30938013	999	1011	1387	2299
osmp.Chr11:30934349--30934823,30935192--30935625	928	902	1275	2150
osmp.Chr11:30935621--30936262,30936930--30937568	369	288	537	804
osmp.Chr11:30935650--30936354,30936694--30937390	352	261	522	751
osmp.Chr11:30966176--30966772,30974557--30975159	2240	1890	1842	3210
osmp.Chr11:31054493--31055292,31057888--31058705	62	77	84	130
osmp.Chr11:31106988--31110158,31123445--31126531	2449	2968	2493	4098
osmp.Chr11:31207716--31208353,31208444--31209122	7	4	4	6
osmp.Chr11:3124056--3126986,3137452--3140380	2776	2182	2372	3280
osmp.Chr11:31450601--31451342,31455479--31456210	0	3	0	0
osmp.Chr11:31503867--31505077,31517125--31518355	104	108	73	125
osmp.Chr11:31517125--31518607,31519869--31521334	125	75	68	146
osmp.Chr11:31559405--31560217,31563522--31564333	17	25	10	9
osmp.Chr11:31560215--31560692,31564650--31565127	22	33	12	17
osmp.Chr11:31560219--31564333,31571831--31575944	269	358	259	364
osmp.Chr11:31604694--31605771,31619833--31620908	832	675	702	1049
osmp.Chr11:31605813--31606264,31619104--31619556	798	609	673	977
osmp.Chr11:31835569--31836213,31838289--31838933	4196	3635	4145	6436
osmp.Chr11:32052880--32053374,32064351--32064861	1176	1339	997	1966
osmp.Chr11:3206529--3206933,3217192--3217609	2052	1915	1735	2691
osmp.Chr11:32093766--32094693,32107963--32108885	6513	6186	4039	6937
osmp.Chr11:32097678--32098110,32107536--32107968	1596	1887	1382	2414
osmp.Chr11:32100072--32101085,32106160--32107074	1040	1227	913	1699
osmp.Chr11:32251548--32252031,32260798--32261300	1487	1596	1486	4181
osmp.Chr11:32274434--32277383,32287287--32290265	1944	1679	1663	3122
osmp.Chr11:32485554--32486196,32488647--32489266	2350	2701	2495	3936
osmp.Chr11:32525239--32525927,32526094--32526790	45	32	42	40
osmp.Chr11:32525239--32525961,32526130--32526790	45	32	42	40
osmp.Chr11:32528958--32529486,32535723--32536251	2506	2245	2246	3653
osmp.Chr11:32533624--32534167,32547495--32548029	6828	6345	5785	9274
osmp.Chr11:32533624--32534168,32535723--32536267	0	0	2	4
osmp.Chr11:32533640--32534177,32544843--32545360	6042	5112	4883	7702
osmp.Chr11:32561478--32563381,32568544--32570447	7145	6784	5484	9116
osmp.Chr11:32706473--32706881,32710088--32710499	5587	7655	7027	11821
osmp.Chr11:338039--339137,343933--345030	3855	3257	2923	5133
osmp.Chr11:338050--339137,342814--343931	3852	3234	2896	5104
osmp.Chr11:338137--338949,343630--344478	3862	3239	2895	5081
osmp.Chr11:3885499--3888005,3893391--3895896	1214	1712	1237	2098
osmp.Chr11:3893214--3895875,3901943--3904605	1292	1821	1229	1914
osmp.Chr11:3996010--3999155,4005073--4008227	3153	4581	2512	3884
osmp.Chr11:426623--427159,427585--428099	2	6	5	2
osmp.Chr11:4564356--4565786,4577054--4578478	1895	2140	2257	3701
osmp.Chr11:4566554--4567331,4576563--4577284	1825	2098	2220	3561
osmp.Chr11:4799388--4799797,4809444--4809854	117	153	197	411
osmp.Chr11:4800358--4802580,4810584--4812652	270	384	372	681
osmp.Chr11:4853373--4853945,4853948--4854527	4	2	10	2
osmp.Chr11:5137843--5138526,5144444--5145100	7952	7212	8221	13224
osmp.Chr11:5139064--5139824,5142703--5143412	7428	6492	7635	12155
osmp.Chr11:5200946--5203963,5213801--5216819	436	471	496	831
osmp.Chr11:5204895--5207146,5211210--5213541	438	471	496	826
osmp.Chr11:5247486--5248155,5259403--5260075	932	1235	938	1729
osmp.Chr11:5248163--5251343,5255567--5258718	875	1235	935	1709
osmp.Chr11:5281324--5281737,5293727--5294132	4231	4368	4473	6754
osmp.Chr11:5406740--5407781,5421182--5422226	1714	2626	2911	4948
osmp.Chr11:5406773--5407316,5417428--5417953	1238	2012	2343	3949
osmp.Chr11:5412514--5412975,5417414--5417862	111	141	107	168
osmp.Chr11:5412781--5413421,5421179--5421826	598	757	677	1167
osmp.Chr11:5441995--5442432,5443020--5443444	1741	1744	2435	3836
osmp.Chr11:5545184--5547042,5555660--5557528	1820	2259	2147	3637
osmp.Chr11:5548920--5549763,5562856--5563716	2291	2367	2399	4162
osmp.Chr11:5549916--5551971,5560153--5562139	2111	2253	2301	3963
osmp.Chr11:5560203--5562139,5565139--5567097	243	192	161	358
osmp.Chr11:5664471--5664913,5665432--5665860	30	39	22	43
osmp.Chr11:5928566--5929721,5939455--5940589	6546	8468	8106	14052
osmp.Chr11:6189582--6192101,6204903--6207517	15233	16558	16517	25939
osmp.Chr11:6535505--6535983,6540812--6541300	2151	1773	1971	2793
osmp.Chr11:6637486--6637907,6639072--6639487	647	569	568	946
osmp.Chr11:6638762--6639252,6642436--6642931	386	351	332	558
osmp.Chr11:7236678--7238067,7238174--7239559	521	514	158	241
osmp.Chr11:7747643--7748114,7749210--7749717	80	121	171	319
osmp.Chr11:775239--775759,775760--776289	38	37	43	71
osmp.Chr11:775298--776137,777291--778108	53	61	58	89
osmp.Chr11:777297--777701,777708--778108	4	15	11	9
osmp.Chr11:7933701--7934451,7934475--7935225	6	7	2	3
osmp.Chr11:7965493--7966852,7973416--7974772	631	721	598	969
osmp.Chr11:8054637--8055203,8055453--8056028	132	163	105	201
osmp.Chr11:8054952--8055394,8055416--8055855	20	28	5	34
osmp.Chr11:8239953--8242806,8252626--8255489	1320	1641	1233	2261
osmp.Chr11:8239956--8242806,8244272--8247128	401	624	470	923
osmp.Chr11:8246245--8247128,8251736--8252625	964	1330	867	1602
osmp.Chr11:8248574--8252625,8254597--8258643	1153	1652	1065	1888
osmp.Chr11:8251736--8252625,8261670--8262559	692	1191	688	1526
osmp.Chr11:8252626--8254601,8262560--8264528	777	981	652	1258
osmp.Chr11:8259699--8261674,8262560--8264528	357	300	309	565
osmp.Chr11:8262560--8263302,8272299--8273039	839	491	736	1319
osmp.Chr11:8284111--8284898,8287684--8288472	588	457	468	813
osmp.Chr11:8376861--8377299,8377323--8377760	6	15	9	26
osmp.Chr11:8643596--8644070,8648098--8648579	466	494	543	874
osmp.Chr11:8720742--8721180,8721204--8721641	66	69	46	113
osmp.Chr11:8766036--8767355,8771745--8773052	2888	2550	1772	2895
osmp.Chr11:9008852--9010382,9020381--9021907	1308	1437	1078	1681
osmp.Chr11:9017756--9019285,9020381--9021907	748	894	602	833
osmp.Chr11:9017756--9019285,9027469--9028995	1172	1332	927	1489
osmp.Chr11:9032352--9032944,9039936--9040528	352	545	407	610
osmp.Chr11:9089195--9092186,9092274--9095265	3156	2615	2078	2718
osmp.Chr11:9090317--9092267,9101204--9103154	4215	3405	2400	4006
osmp.Chr11:9103155--9103882,9104689--9105416	1836	1170	533	1034
osmp.Chr11:9103155--9104703,9111265--9112814	2476	1890	924	1912
osmp.Chr11:9234424--9235022,9241951--9242550	595	839	727	1186
osmp.Chr11:9299772--9300370,9301519--9302145	8025	5634	5234	8470
osmp.Chr11:930846--932076,943596--944766	3544	3938	3572	5951
osmp.Chr11:930849--933143,934610--936854	2532	2798	2436	4173
osmp.Chr11:933179--934425,944916--946168	3917	4365	3705	6116
osmp.Chr11:9359836--9360322,9360323--9360813	0	0	2	0
osmp.Chr11:943026--943602,945587--946169	2787	2926	2613	4422
osmp.Chr11:9766861--9768107,9777780--9779026	694	1117	661	1357
osmp.Chr11:9768097--9768535,9773250--9773716	135	272	214	431
osmp.Chr11:9768675--9770199,9771700--9773282	67	126	86	159
osmp.Chr11:9770200--9770981,9779210--9779990	529	460	457	674
osmp.Chr11:9773714--9775383,9786053--9787711	1327	1524	965	1788
osmp.Chr11:9779577--9780012,9781018--9781452	320	491	370	689
osmp.Chr11:9877193--9878491,9885759--9887070	214	447	369	658
osmp.Chr11:9914125--9915435,9927896--9929206	1936	2191	1286	2392
osmp.Chr11:9923036--9924345,9927896--9929206	1425	1393	946	1568
osmp.Chr12:10037252--10037704,10038214--10038667	614	801	1699	2343
osmp.Chr12:10037252--10037706,10038201--10038667	614	801	1697	2343
osmp.Chr12:10078135--10078637,10079090--10079508	26	22	48	66
osmp.Chr12:10253827--10254909,10255051--10256116	165	271	185	342
osmp.Chr12:10314656--10315311,10315481--10316140	1066	1676	993	1552
osmp.Chr12:10320983--10324142,10334466--10337526	1113	1394	1107	1773
osmp.Chr12:10372259--10373149,10386126--10387022	6364	6967	5750	9661
osmp.Chr12:10374909--10376868,10383332--10385276	6322	6858	5672	9508
osmp.Chr12:10385839--10387015,10394880--10396060	169	177	194	381
osmp.Chr12:1038799--1039417,1039423--1040042	195	224	134	226
osmp.Chr12:10455162--10456591,10469974--10471387	1927	1551	1862	3056
osmp.Chr12:10456721--10458005,10471671--10472931	1424	1609	1578	3017
osmp.Chr12:10457897--10459551,10469975--10471627	1304	1438	1371	2640
osmp.Chr12:10465606--10466431,10479558--10480364	1134	1386	1691	2565
